ss,Unnamed1,name,price,images,rating,product_description,number_of_reviews,name_clean,category_clean
160,958,"Chefman 6-in-1 Espresso Machine,Powerful 15-Bar Pump,Brew Single or Double Shot, Built-In Milk Froth for Cappuccino & Latte Coffee, XL 1.8 Liter Water Reservoir, Dishwasher-Safe Parts, Stainless Steel",$139.00,"['https://m.media-amazon.com/images/I/71Q5dwftyNL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71Q5dwftyNL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71Q5dwftyNL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71Q5dwftyNL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71Q5dwftyNL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71Q5dwftyNL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71Q5dwftyNL._AC_SY355_.jpg']",4.2 out of 5,"Home & Kitchen › Kitchen & Dining › Coffee, Tea & Espresso › Espresso Machines › Semi-Automatic Espresso Machines","1,374 global ratings","['steel', 'builtin', 'coffe', 'chefman', 'froth', 'reservoir', 'espresso', 'shot', 'singl', 'xl', 'water', 'doubl', 'part', 'liter', 'cappuccino', 'power', 'dishwashersaf', 'latt', 'brew', 'milk', 'machin', 'stainless', 'pump']","['semiautomat', 'tea', 'kitchen', 'home', 'dine', 'coffe', 'espresso', 'machin']"
161,959,"Honeywell HWM-705B HWM705B Filter Free Warm Moisture Humidifier, Black",$49.67,"['https://m.media-amazon.com/images/I/71AkC+QvCWS._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71AkC+QvCWS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71AkC+QvCWS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71AkC+QvCWS._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71AkC+QvCWS._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71AkC+QvCWS._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71AkC+QvCWS._AC_SY355_.jpg']",4.2 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Humidifiers","6,493 global ratings","['humidifi', 'black', 'moistur', 'honeywel', 'warm', 'free', 'filter']","['qualiti', 'humidifi', 'kitchen', 'heat', 'home', 'cool', 'air']"
162,961,MagVent MV-180 Magnetic Dryer Vent Coupling,,"['https://m.media-amazon.com/images/I/513UO5N4hLL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/513UO5N4hLL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/513UO5N4hLL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/513UO5N4hLL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/513UO5N4hLL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/513UO5N4hLL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/513UO5N4hLL._AC_SX466_.jpg']",4.6 out of 5,Appliances › Parts & Accessories › Dryer Parts & Accessories › Vents,"1,675 global ratings","['magnet', 'dryer', 'coupl', 'vent', 'magvent']","['applianc', 'dryer', 'part', 'vent', 'accessori']"
163,965,"AC Infinity Controller 67, Smart Bluetooth Fan Controller with Temperature, Humidity, Schedules, Grow Cycles, Dynamic Speed Programming for CLOUDLINE Airlift Fans Cooling and Ventilation",$49.99,"['https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61To9JLhQxL._AC_SX466_.jpg']",4.6 out of 5,Appliances › Parts & Accessories › Humidifier Parts & Accessories › Accessories,721 global ratings,"['cloudlin', 'fan', 'dynam', 'bluetooth', 'temperatur', 'schedul', 'ventil', 'speed', 'program', 'grow', 'ac', 'airlift', 'humid', 'cool', 'cycl', 'infin', 'control', 'smart']","['applianc', 'humidifi', 'accessori', 'part']"
164,968,"Dash Deluxe Compact Masticating Slow Juicer, Easy to Clean Cold Press Juicer with Brush, Pulp Measuring Cup, Frozen Attachment and Juice Recipe Guide - Black",$89.41,"['https://m.media-amazon.com/images/I/71V5PT3qyRL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71V5PT3qyRL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71V5PT3qyRL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71V5PT3qyRL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71V5PT3qyRL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71V5PT3qyRL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71V5PT3qyRL._AC_SX679_.jpg']",3.9 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Juicers › Masticating Juicers,"3,168 global ratings","['black', 'measur', 'juicer', 'frozen', 'slow', 'press', 'clean', 'easi', 'guid', 'dash', 'cold', 'mastic', 'delux', 'brush', 'cup', 'pulp', 'compact', 'juic', 'recip', 'attach']","['applianc', 'mastic', 'kitchen', 'juicer', 'home', 'dine', 'small']"
165,970,Harbor Breeze Merrimack II 52-in Matte Bronze LED Indoor/Outdoor Ceiling Fan with Light Kit (5-Blade),,"['https://m.media-amazon.com/images/I/71jhZGD-50L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71jhZGD-50L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71jhZGD-50L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71jhZGD-50L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71jhZGD-50L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71jhZGD-50L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71jhZGD-50L._AC_SY355_.jpg']",4.7 out of 5,Tools & Home Improvement › Lighting & Ceiling Fans › Ceiling Fans & Accessories › Ceiling Fan Light Kits,"1,535 global ratings","['fan', 'merrimack', 'bronz', 'indooroutdoor', 'light', 'ii', 'matt', 'harbor', 'ceil', 'led', 'kit', 'breez']","['fan', 'tool', 'improv', 'home', 'accessori', 'ceil', 'light', 'kit']"
166,971,"Mueller Ultra Coffee Maker, Programmable 12-Cup Machine, Multiple Brew Strength, Keep Warm",$39.97,"['https://m.media-amazon.com/images/I/614qktjHKjL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/614qktjHKjL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/614qktjHKjL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/614qktjHKjL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/614qktjHKjL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/614qktjHKjL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/614qktjHKjL._AC_SX466_.jpg']",4.5 out of 5,"Home & Kitchen › Kitchen & Dining › Coffee, Tea & Espresso › Coffee Makers › Coffee Machines","6,683 global ratings","['programm', 'keep', 'maker', 'ultra', 'brew', 'strength', 'machin', 'coffe', 'warm', 'multipl', 'mueller']","['tea', 'maker', 'kitchen', 'home', 'dine', 'coffe', 'espresso', 'machin']"
167,976,Ge WE03X23881 Dryer Lint Screen Genuine Original Equipment Manufacturer (OEM) Part,$25.48,"['https://m.media-amazon.com/images/I/71KG9FhIDoL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71KG9FhIDoL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71KG9FhIDoL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71KG9FhIDoL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71KG9FhIDoL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71KG9FhIDoL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71KG9FhIDoL._AC_SX466_.jpg']",4.7 out of 5,Appliances › Parts & Accessories › Dryer Parts & Accessories › Replacement Parts,"2,747 global ratings","['genuin', 'oem', 'screen', 'origin', 'ge', 'dryer', 'equip', 'part', 'lint', 'manufactur']","['applianc', 'replac', 'dryer', 'accessori', 'part']"
168,1010,Universal Range Knob Kit KN002 RKE Universal Stove Knob Compatible with Universal Electric Gas Stove -Replacement for RK103 MA-XP6 AP5641247 TJKN002&RK103,$9.74,"['https://m.media-amazon.com/images/I/71utx3jD27L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71utx3jD27L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71utx3jD27L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71utx3jD27L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71utx3jD27L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71utx3jD27L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71utx3jD27L._AC_SX466_.jpg']",3.5 out of 5,Appliances › Parts & Accessories › Range Parts & Accessories › Knobs,71 global ratings,"['compat', 'knob', 'replac', 'rang', 'stove', 'ga', 'electr', 'univers', 'kit', 'rke']","['applianc', 'knob', 'rang', 'accessori', 'part']"
169,1014,"GLACIER FRESH DA29-00003G Water Filter, Compatible with Samsung* Aqua-Pure Plus, DA29-00003G, DA29-00003F, DA29-00003B, HAFCU1, RFG237AARS, FMS-1, RS22HDHPNSR, RSG257AARS, WSS-1, 3Pack",$27.99,"['https://m.media-amazon.com/images/I/61R4fcscsqL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61R4fcscsqL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61R4fcscsqL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61R4fcscsqL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61R4fcscsqL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61R4fcscsqL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61R4fcscsqL._AC_SX450_.jpg']",4.7 out of 5,Appliances › Parts & Accessories › Refrigerator Parts & Accessories › Water Filters,"1,105 global ratings","['compat', 'water', 'samsung', 'fresh', 'plu', 'aquapur', 'filter', 'glacier']","['applianc', 'water', 'refriger', 'accessori', 'part', 'filter']"
170,1039,Normcore 58.5mm Coffee Tamper V4 - Spring-loaded Tamper with 15lb / 25lb / 30lbs Replacement Springs - Anodized Aluminum Handle and Stand - Stainless Steel Flat Base,$43.99,"['https://m.media-amazon.com/images/I/71CwOeB3AKL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71CwOeB3AKL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71CwOeB3AKL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71CwOeB3AKL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71CwOeB3AKL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71CwOeB3AKL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71CwOeB3AKL._AC_SX466_.jpg']",4.6 out of 5,Kitchen & Dining › Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Espresso Machine Accessories › Tampers,177 global ratings,"['steel', 'tamper', 'aluminum', 'flat', 'anod', 'replac', 'base', 'springload', 'normcor', 'coffe', 'stainless', 'stand', 'handl', 'spring']","['applianc', 'tamper', 'small', 'kitchen', 'espresso', 'dine', 'coffe', 'accessori', 'part', 'machin']"
171,1050,"G & S Metal Products Company HG56R OvenStuff Toaster Oven Cookie Baking Pan with Nonstick Cooling Rack, 8.5'' x 6.5'', Gray",$6.99,"['https://m.media-amazon.com/images/I/81QFB8ImrPL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81QFB8ImrPL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81QFB8ImrPL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81QFB8ImrPL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81QFB8ImrPL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81QFB8ImrPL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81QFB8ImrPL._AC_SX679_.jpg']",4.3 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliance Parts & Accessories,"1,539 global ratings","['g', 'cooki', 'ovenstuff', 'gray', 'nonstick', 'rack', 'toaster', 'metal', 'oven', 'compani', 'x', 'cool', 'pan', 'product', 'bake']","['applianc', 'kitchen', 'part', 'home', 'dine', 'accessori', 'small']"
172,1065,"24 Pack Vacuum Bags for Oreck Compact canister type BB, Replacement Bag for Oreck XL Vacuum bags Buster B, PKBB12DW BB180 BB280 BB850 BB870 BB900 BB1000 MV160 with 2 Motor Filter BM04 Kit",$17.99,"['https://m.media-amazon.com/images/I/71cD2ubW2XL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/71cD2ubW2XL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71cD2ubW2XL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71cD2ubW2XL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71cD2ubW2XL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71cD2ubW2XL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71cD2ubW2XL._AC_SX385_.jpg']",4.7 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Bags › Canister Bags,133 global ratings,"['xl', 'pack', 'vacuum', 'b', 'bag', 'compact', 'oreck', 'buster', 'replac', 'canist', 'bb', 'kit', 'type', 'motor', 'filter']","['vacuum', 'care', 'bag', 'floor', 'kitchen', 'home', 'canist', 'accessori', 'part']"
173,1067,"WowChef Air Fryer Oven Large 20 Quart, 10-in-1 Digital Rotisserie Dehydrator Fryers Combo with Racks, XL Capacity Countertop Airfryer Toaster for Family, 9 Accessories with Cookbook, ETL Certified",$135.98,"['https://m.media-amazon.com/images/I/81I2ck3iogL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81I2ck3iogL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81I2ck3iogL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81I2ck3iogL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81I2ck3iogL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81I2ck3iogL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81I2ck3iogL._AC_SX569_.jpg']",4.6 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Fryers › Air Fryers,954 global ratings,"['fryer', 'dehydr', 'rack', 'countertop', 'capac', 'famili', 'air', 'digit', 'larg', 'rotisseri', 'certifi', 'xl', 'wowchef', 'quart', 'combo', 'cookbook', 'etl', 'toaster', 'airfryer', 'oven', 'accessori']","['applianc', 'fryer', 'kitchen', 'home', 'dine', 'small', 'air']"
174,1068,"Makita XLC02ZB 18V LXT Lithium-Ion Cordless Vacuum, Tool Only",$87.99,"['https://m.media-amazon.com/images/I/61grpGRWdmL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61grpGRWdmL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61grpGRWdmL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61grpGRWdmL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61grpGRWdmL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61grpGRWdmL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61grpGRWdmL._AC_SY355_.jpg']",4.6 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuums › Stick Vacuums & Electric Brooms,"2,902 global ratings","['makita', 'vacuum', 'tool', 'lithiumion', 'lxt', 'cordless']","['vacuum', 'care', 'floor', 'broom', 'kitchen', 'home', 'electr', 'stick']"
175,1071,"Urnex Biocaf Espresso Descaling Solution 4 Ounce (2 Single Bottles) Safe to use with Keurig, Delonghi, Nespresso, Ninja, Hamilton Beach, Mr Coffee, Braun, [Made in the USA]",,"['https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX569_.jpg']",4.6 out of 5,Kitchen & Dining › Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee & Espresso Machine Cleaning Products,"1,052 global ratings","['hamilton', 'coffe', 'use', 'usa', 'safe', 'beach', 'urnex', 'espresso', 'bottl', 'biocaf', 'delonghi', 'singl', 'ninja', 'mr', 'solut', 'descal', 'keurig', 'braun', 'nespresso', 'ounc', 'made']","['applianc', 'small', 'kitchen', 'espresso', 'dine', 'coffe', 'accessori', 'part', 'machin', 'product', 'clean']"
176,1075,"TWOMEOW Adjustable Electric Coffee Grinder with 10 Grind Settings, Spice Grinder and Coffee Bean Grinder with 1 Removable Stainless Steel Bowl, for Cold Brew Maker and Espresso Grinder, Black",$36.99,"['https://m.media-amazon.com/images/I/71Zc+KvVgeL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71Zc+KvVgeL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71Zc+KvVgeL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71Zc+KvVgeL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71Zc+KvVgeL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71Zc+KvVgeL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71Zc+KvVgeL._AC_SX425_.jpg']",4.5 out of 5,"Home & Kitchen › Kitchen & Dining › Coffee, Tea & Espresso › Coffee Grinders › Electric Blade Grinders",29 global ratings,"['steel', 'cold', 'black', 'adjust', 'remov', 'spice', 'grinder', 'maker', 'brew', 'twomeow', 'espresso', 'coffe', 'electr', 'bowl', 'stainless', 'grind', 'set', 'bean']","['tea', 'grinder', 'kitchen', 'home', 'dine', 'coffe', 'espresso', 'electr', 'blade']"
177,1078,"Kirby 6 Vacuum Cleaner G3 G4 G5 G6 G7 Sentria Ultimate Diamond Bag (Package May Vary), Brown, 6 Count",,"['https://m.media-amazon.com/images/I/81LKQMKy1+L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81LKQMKy1+L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81LKQMKy1+L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81LKQMKy1+L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81LKQMKy1+L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81LKQMKy1+L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81LKQMKy1+L._AC_SX425_.jpg']",4.7 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Bags › Upright Bags,"5,625 global ratings","['vacuum', 'bag', 'count', 'may', 'ultim', 'vari', 'diamond', 'packag', 'sentria', 'brown', 'kirbi', 'cleaner']","['vacuum', 'care', 'bag', 'floor', 'kitchen', 'home', 'accessori', 'part', 'upright']"
178,1080,"Grelife 36'' Tower Fan with Remote, 75° Oscillating Fan, Bladeless Fan with 3 Modes, 3 Speeds, LED Display with Auto Off, Quiet Cooling Fan with 12H Timer for Bedroom Living Room Office, Black",$59.99,"['https://m.media-amazon.com/images/I/61jd1uKXEAL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61jd1uKXEAL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61jd1uKXEAL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61jd1uKXEAL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61jd1uKXEAL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61jd1uKXEAL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61jd1uKXEAL._AC_SX425_.jpg']",4.6 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Household Fans › Tower Fans",32 global ratings,"['fan', 'timer', 'display', 'black', 'remot', 'grelif', 'auto', 'tower', 'room', 'oscil', 'mode', 'cool', 'offic', 'bedroom', 'live', 'bladeless', 'led', 'quiet', 'speed']","['qualiti', 'fan', 'tower', 'household', 'kitchen', 'heat', 'home', 'cool', 'air']"
179,1093,Keurig K-Compact Single Serve Coffee Maker,$89.00,"['https://m.media-amazon.com/images/I/71pWV0pXaWL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71pWV0pXaWL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71pWV0pXaWL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71pWV0pXaWL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71pWV0pXaWL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71pWV0pXaWL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71pWV0pXaWL._AC_SX425_.jpg']",4.5 out of 5,"Home & Kitchen › Kitchen & Dining › Coffee, Tea & Espresso › Coffee Makers › Coffee Machines","3,319 global ratings","['serv', 'maker', 'coffe', 'singl', 'keurig', 'kcompact']","['tea', 'maker', 'kitchen', 'home', 'dine', 'coffe', 'espresso', 'machin']"
180,1097,"Aigostar 4 Cup Drip Coffee Maker, Coffee Pot Machine with Reusable Filter and Glass Carafe Compact Cofeemakers for Home, Travel & Office, Stainless Steel Decoration, Black",,"['https://m.media-amazon.com/images/I/61G5UARfAvL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61G5UARfAvL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61G5UARfAvL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61G5UARfAvL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61G5UARfAvL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61G5UARfAvL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61G5UARfAvL._AC_SX355_.jpg']",4.2 out of 5,"Home & Kitchen › Kitchen & Dining › Coffee, Tea & Espresso › Coffee Makers › Coffee Machines","1,765 global ratings","['steel', 'black', 'glass', 'coffe', 'decor', 'home', 'filter', 'travel', 'aigostar', 'reusabl', 'cup', 'caraf', 'cofeemak', 'drip', 'compact', 'pot', 'offic', 'maker', 'machin', 'stainless']","['tea', 'maker', 'kitchen', 'home', 'dine', 'coffe', 'espresso', 'machin']"
181,1114,"Alamic Replacement Float Valve Gaskets for Instant Pot Duo, Duo Plus, Ultra, LUX 3, 8 Qt, Pressure Cooker Float Sealing Caps - 6 Pack",,"['https://m.media-amazon.com/images/I/41+g+5iveZL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/41+g+5iveZL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/41+g+5iveZL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/41+g+5iveZL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/41+g+5iveZL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/41+g+5iveZL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/41+g+5iveZL._AC_SY355_.jpg']",4.8 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliance Parts & Accessories › Pressure Cooker Parts & Accessories › Replacement Parts,"1,317 global ratings","['duo', 'pack', 'float', 'gasket', 'instant', 'pot', 'cap', 'replac', 'ultra', 'qt', 'cooker', 'alam', 'valv', 'pressur', 'plu', 'lux', 'seal']","['applianc', 'replac', 'kitchen', 'part', 'home', 'dine', 'pressur', 'accessori', 'small', 'cooker']"
